;2620
民航运输(航空物流方向);4161
应用英语(文化教育大类);6065
市场营销(网络营销方向);6765
国际贸易实务;1346
模具设计与制造;718
材料成型及控制工程（模具设计与制造）;6334
建筑设计技术（建筑方案设计及绘制方向）;8353
文化市场经营与管理;1423
机电一体化技术（焊接工艺方向）;6014
音乐学专业（声乐表演方向）;5311
多媒体艺术;3501
计算机应用技术(专科);6588
学前教育（五年）;9157
钢琴调律专业;6516
计算机应用技术（信息家电服务工程师）;8276
泰语;105
动漫设计与制作(游戏动画方向);8224
舞蹈系;812
　　服装制版与工艺;5521
畜禽生产教育;2870
工商企业管理（连锁经营管理方向）;8720
会计与审计（会计方向）;8439
社会学（周恩来政府管理学院）;1170
汽车电子;2419
数字媒体技术;242
英语教育(本科、师范类,与江西师范大学联办);4900
广告与会展;1711
汽车运用技术(高职);7392
教育管理;5651
视觉传达设计专业（广告设计方向）;7294
汉语言文学（试验班）;6238
自动化（智能建筑与楼宇自动化）;9109
化学工程与工艺（职教师资）;9119
应用英语(旅游与酒店方向);4157
数学与应用数学专业（理科）;8595
法语(français);8074
公共事业管理（体育经营管理）;7908
生物技术及应用（畜牧）;3964
翻译（商务口译）;7020
汉语国际教育专业;8953
焊接加工;8836
国际经济法方向;7829
微电子技术（IT与管理方向）;7461
土木工程专业（交通土建方向）;2203
计算机多媒体;9136
电磁场与无线技术;435
涉外文秘与翻译;7800
体育服务与管理（马术与管理）;858
能源与动力工程（制冷与空调工程）;3863
工商管理类(中外合作办学);2321
电气工程及其自动化（楼宇自动化方向）;1931
天文学类;6184
文秘（金融方向）;2162
社会体育指导与管理（本科）;7186
计算机应用技术（高职）;595
电波传播与天线;6141
会计（ERP软件实施与服务）;861
商务日语（商务与旅游日语方向）;3148
水利工程监理;1602
金融管理;408
计算机科学与技术（福清校区）;4624
功能材料;268
经济统计;4752
助产专业（专科）;5748
（本科）传媒艺术学院专业介绍;8242
计算机应用技术/文秘;4058
区域地质调查专业;6840
中药学（基地班）;8529
包装工程（福清校区）;4631
市场营销(医药);1090
计算机辅助设计与制造(数控技术应用方向);8191
　　机电一体化技术（省级特色专业）;5504
建筑设计技术（建筑动画及表现方向）;8355
机电技术教育;5957
商务英语(外事方向);7663
农业水利工程（含水利信息化方向）;2022
软件技术(嵌入式);4221
地球环境科学;9066
程控交换技术;8394
酒店管理（烹饪与营养方向）（专科）;619
室内设计技术（家具设计与制作）;8777
对外汉语;332
动物科学（动物营养方向）（学制4年））;2224
网络工程（英汉双语授课，学制4年）;2222
国际商务：;5014
玩具工程;3872
生物技术（师范类）;6107
水产养殖学专业（营养与饲料方向）;7995
汽车技术服务与营销（利星行汽车集团定向）;864
交通运输（汽车运用工程）;3449
司法（法律）文秘;5221
教育学(现代教育技术)(专科起点);1070
　　道路桥梁工程技术;5526
珠宝鉴定师;903
视觉传达艺术设计（形象艺术设计）;7589
工商行政管理;1875
交通运输（航空器械维修）;3452
空间信息与数字技术;18
建筑环境与能源应用工程专业;1246
物理学（师范类）;6108
侦查学;351
化工设备维修技术;1661
视觉传达艺术设计（平面设计方向）;4129
物业管理（城市社区管理方向）;6050
服装与服饰设计(时装表演与服装设计);3811
房地产经营与估价（专科）;9244
物流管理（开设顺丰订单班）;6832
机电安装工程;6580
艺术设计（视觉传达设计方向）;2557
商科管理类;3737
口腔工艺技术;9336
管理学院;6871
市场营销（物流）;6268
【信息安全技术】理科;4825
计算机科学与技术（非师范）;6676
空间信息与数字技术专业;8943
匡亚明班（文学与历史学人才培养实验班）;2836
服装与服饰设计（形象设计与策划）;5428
机电一体化技术（过程装备与控制技术方向）;7973
民航机务工程;426
汽车服务工程;470
试产养殖;4388
生物科学（师范类，本科，理工类）;8118
测控技术与仪器（工业自动化仪表方向）;1934
地质灾害防治技术;8160
艺术设计（视觉传达）;4298
数学与应用数学(金融方向);8090
烹饪工艺（中西面点方向）;5615
艺术设计（平面广告设计方向）;3011
信息安全专业;3400
电气自动化技术(院级品牌专业);2392
计算机科学与技术（海康应用软件开发订单培养）;3014
通信技术(光纤通信方向);6312
表演专业;1252
网络营销方向;7827
法学（知识产权方向）;5344
电机与电器;1705
网络与新媒体(含网络与新媒体方向、品牌公关广告方向);6236
国际经济与贸易(国贸英语实验班);6291
英语语言文学;1994
公共事业管理（文化艺术经营管理方向）;7907
电子信息工程专业;1512
市场营销（商务策划与管理）;7031
商务管理(客户服务管理方向);3948
电脑艺术设计（省级试点专业）;2172
商务英语（国际客户服务管理方向）;7762
环境科学与工程类（中外合作办学）;6190
商务管理（投资与理财）;7582
英语(商务翻译);3554
五年制本科临床药学专业;542
化学生物学（化学学院）;1192
临床医学专业;2562
电机电器装配与维修;8834
汽车运用技术（现代汽车技术服务与贸易方向）;7542
汽车驾驶;2424
侦测工程;6095
建筑工程造价方向;6838
园林与艺术学院园林;4742
计算机应用技术（商务网络技术）;3651
影视制片管理;1042
装潢艺术设计(广告与包装设计方向);8641
应用越南语（非师范专业）;9060
机械设计制造及其自动化专业（机械制造与自动化方向，与广东轻职联合培养）;7240
会计（涉外）;690
中医学（高级护理方向）;2081
科学管理与工程;244
微电子学;62
信息研究与安全;6092
道路与桥梁工程技术(轨道交通方向);3174
英语（外事管理）;8339
计算机科学与技术（嵌入式软件开发）;8763
英语（国际贸易）;2607
音乐表演(中小学辅导员方向);8234
航空机电设备维修(航空机械方向);9129
应用英语（英语教育）;9283
纺织品装饰艺术设计(染织设计);7705
广告学专业;5633
水文与水资源;1603
历史学（历史文化遗产保护与产业开发）;9213
藏语言文学;9338
环境监测与治理技术(城市水处理方向);1852
软件技术（软件工程）;4806
自动化专业（自动化类）;5752
动物养殖与疾病防治;3961
文秘（文化产业管理）;4284
翻译（商务笔译）;7019
汽车电子技术(专科);8807
金融学（保险、证券、银行）;4295
数控技术（设备维护方向）;6016
音乐表演（中美合作办学）;5354
光电信息科学与工程（光电器件）;6919
环境监测与评价(院级品牌专业);2381
防火管理;5484
机械工程及其自动化（城市轨道交通车辆方向;631
质量与可靠性工程;433
物流管理（620505）;5108
应用统计学;1495
中西医临床医学;1270
市场营销(营销与策划方向);6999
小学教育(全科培养方向)（实验班）;5996
应用化工技术专业（专科、含对口）;5952
计算机应用技术（网络游戏开发）;7739
旅游管理专业（专科）;5924
林学;302
采矿工程;219
培养目标：主要培养德、智、体、美全面发展，具有现代广告理论;6489
历史学（基地班）;6230
艺人经纪管理;1040
电子信息工程（北京华清远见嵌入式系统）;2975
楼宇智能化工程技术【注册电气工程师】;4935
计算机科学与技术专业（信息与数字技术方向）;7868
工商管理（物流管理方向）;7905
医疗器械制造与维护（专科）;4800
建筑环境与能源应用;2488
电子信息类（工学Ⅲ）;2957
　　经济与金融专业（四年制本科）;9300
动漫设计与制作（影视动画方向）;8680
国际经济与贸易（国际商务管理）;4775
道路桥梁工程技术（安全技术）;1111
外贸与报关实务;7799
物流管理与工程类(物流管理)(采购与供应链管理)(中外合作办学);3894
公共事业管理（文化遗产方向）;5453
数学菁英班;390
出版与发行;1877
艺术设计（产品造型设计）;7472
机械设计与制造（模具设计方向）;8729
市场营销（国际班）;7874
通信网络与设备;3246
自动化（计算机控制方向）;1929
数控技术(数控加工与工艺编程);3999
　　机械设计与制造;5567
材料工程技术（水泥制作工艺方向）;3115
法律事务（房地产法律事务）;8817
思想政治教育（免费师范）;7999
计算机科学与技术(3D仿真设计);5438
舞蹈学（舞蹈表演）;9110
旅游管理（动车乘务服务方向）;6562
电厂设备运行与维护（火电热能动力设备及自;7446
煤及煤层气工程;2477
船舶工程技术（计算机辅助建造）;4045
轮机工程技术（船机制造与维修方向）;2775
刑事执行(狱政管理方向);7464
食品质量与安全（中英合作）;5324
英语（师范类）;6111
会计(涉外方向);2677
　　会计学专业（注册会计师方向）（四年制本科）;9323
房地产经营管理;133
轻化丁程;6183
软件技术(移动智能应用开发);4167
材料科学与工程（无机非金属材料方向）;7856
人文地理与城乡规划;479
文化产业管理（本科，文理兼收）;8143
汽车检测及维修技术;1869
【文秘】（中招）;4836
会计（国际方向）;9351
旅游管理（会展管理）;7378
金融保险（运输保险方向）;6479
环境设计专业（室内设计、景观设计）;2973
无机非金属材料工程;207
测控工程专业;961
森林资源与保护游憩;304
对外汉语学;2197
工程造价（建筑工程施工监理方向）;6553
财务管理（注册会计师方向）;5824
计算机多媒体技术（游戏动画方向）（590103）;5137
安全工程（含专升本）;5787
